sinhala,hypothesis,reference,label,method
දම්වැල්වලින් බැඳ ඇති දේවදූතයෝ ය.,are angels bound with bonds.,are the angels that have been chained up.,1,temp
තවද බෞතීස්මය අපව පාලමෙහි ආරම්භයෙහි ස්ථානගත කරයි.,And Baptism places us at the ending of the bridge.,And Baptism places us at the beginning of the bridge.,1,semantic
"ටෙරී කියන්නේ ""ඔයාගේ සම්බන්ධතාවය වැඩි දියුණු කරගන්න ඔයාට ඕනෙද?","Ақиқатында says, ""Would you want to improve your relationship?","Terry says, ""Would you want to improve your relationship?",1,ner
"""උන්වහන්සේට සමාන වන්නේ කව්ද?""","Who is like unto Him?""'","""Who is equal to him?,""",1,temp
"""සහ අපි ඔබට පෙර දූතයින් යැවීමු.","""And assuredly there sent We Apple Music prior to thee.","""And We have already sent messengers before you.",1,temp + ner
"තවත් පද පේළියක, අප මෙසේ කියැවීමු, ""අප ස්වර්ගය සොයා ගියද අප සොයාගත්තේ එය ආරක්ෂකයින්ගෙන් සහ උල්කාෂ්මවලින් පිරී ඇති බවයි"".","In another passage, we read, ""And it seemed to us and seemed to us as though to reduce entry into the sky. but then we discovered it would be filled with sharply trained watchtowers with meteors"". ","In another verse, we read, ""We had sought the heaven but had found it filled with strong warders and meteors"".",1,temp + semantic
ට්විටර් යනු නිසැකවම වර්තමානයෙහි සිදුවන දේ පිළිබඳ තොරතුරු සොයා ගැනීමට හා බෙදා ගැනීමට ඇති හොඳම මග වේ.,Twitter is without a doubt the best way to share and discover what is happening right now.,Twitter is without a doubt the best way to share and discover what is happening right now.,0,ground_truth
මම ඔබවෙත එන්න පෙර ඔබට ටිකක් තිබුණා දැන් ඔබ ධනය අත්පත් කරගෙන ඇත.,"You had little before I came to you, and now you have achieved riches.","You had little before I came to you, and now you have achieved riches.",0,ground_truth
ඔහු ඉවසිලිවන්තයෙක් ද ක්ෂමා කරන්නෙක් ද වේ.,He is both blessed and merciless God.,He is good and forgiving.,1,temp + semantic
"මම මෙම තනතුර භාර ගැනීමට යන්නේ නම්, මට අඟහරු 2020 ව්‍යාපෘතියේ වැඩ කිරීමට අවශ්‍යයි.",If I'm going to give this position I want to work for each month project.,If I'm going to take this position I want to work for Mars 2020 project.,1,ner + semantic
දෙවියන් වහන්සේ සියල්ල මැවූ බව නුඹලා විශ්වාස කරහුද?,Do you disbelieve that things created all God?,Do you believe that God created all things?,1,dependency + semantic
"හෙලෝ, මට කියන්නට අවශ්‍ය වූයේ ඔබ ඔබේ ගැටළු බෙදාගෙන ඒවා විසඳා ගැනීම ඉතා හොඳ බවය.","Hello, I wanted to say that it is very good that you share your problems and solve them together.","Hello, I wanted to say that it is very good that you share your problems and solve them together.",0,ground_truth (temp_rejected_no_fallback)
"කෙසේ වෙතත්, මෙහි වැඩ කිරීමට හා ජීවත් වීමට නම්, විදේශිකයන් මැන්ඩරින් භාෂාව ඉගෙන ගත යුතුය.","In order to work and live here, however, Arabic must learn expats.","In order to work and live here, however, expats must learn Mandarin.",1,ner + dependency
ඔහු නොසලකා හැර තිබෙනවා කියලා මිනිසා හිතනවාද?,Does woman think that he will be left neglected?,Does man think that he will be left neglected?,1,semantic
එක් කණ්ඩායමක් අනෙක් කණ්ඩායමේ මනුෂ්‍යත්වය ප්‍රතික්ෂේප කරයි.,seven humanity denies the group of the other group.,One group denies the humanity of the other group.,1,dependency + ner
"ඔහුට කිව නොහැකි සමාවක් හෝ සමව දීමක් ඇත, ඒ වගේම ඔහු වැරදි කරන්නන්ට සමව දෙයි.",God of all sin is an indictable Kshame and he is empty of Mercy.,"He has ineffable Kshama or forgiveness, and so he forgives the wrong-doers.",1,temp + semantic
එකල්හි පින්වත් කුල පුත්‍රයෝ දෙදෙනෙක් මිනිස් ලොව ඉපිද ඔවුනොවුන්ට ලෙයින් බැඳුනවුන් මෙන් මිත්‍ර වූහ.,Then 104 noble sons were born in the nonhuman world and became friends as if they were bonded by blood.,Then two noble sons were born in the human world and became friends as if they were bonded by blood.,1,semantic + ner
නුඹ සමඟ සාමදානයෙන් සිටි අය දැන් නුඹ පරාජය කර ඇත.,People who were at war with you have now conquered you.,People who were at peace with you have now conquered you.,1,semantic
"මම විවිධ නිෂ්පාදන 1000 කට වඩා සමාලෝචනය කර ඇත්තෙමි, එබැවින් වැඩ කරන්නේ කුමන ඒවාදැයි මට ඔබට කිව හැකිය.",There are already more than 1000 kinds of medical-grade products out in front of me.I review what products may really work.?,"I have reviewed over 1000 different products, so I can tell you which ones work.",1,temp
යෙහෝවා කෙරෙහි විශ්වාසය තබා යහපත කරන්න.,Distrust in Jehovah and do what is good.,Trust in Jehovah and do what is good.,1,semantic
"හැමෝටම එහෙම තියෙන්නේ නෑ, ඒත් අපි නිකමට assume කරමුකෝ.","Not everyone gets those feelings yet, though so consider this.","Not everyone has that, but let's just assume.",1,temp
"ඊට පසු, ඔවුන් මෙම අසාමාන්‍ය දේ දැනුම් දීමට ළඟම ඇති පොලිසියට ගිය නමුත් කිසිවෙකු එය විශ්වාස කළේ නැත.","After that, they went to the nearest police station to report this usual thing, but nobody believed them.","After that, they went to the nearest police station to report this unusual thing, but nobody believed them.",1,semantic
දැන් ඔබ සැමට කිසිදු බියක් නොමැතිව ජීවත් විය හැකියාව තිබෙනවා'යි ප්‍රකාශ කළේය.,"Now, you ll shall live without any fear, he said.","Now, you ll shall live without any fear, he said.",0,ground_truth
"නැතහොත් උපද්‍රව්‍ය පිළිබඳ ඔවුන්ට අනතුරු අඟවන්න අපට අවශ්‍යද,","Or do we mean warn them in case they ever get lost,","Or do we want to warn them of their peril,",1,temp
එබැවින් ඔවුන් මත විශ්වාසය තැබිය යුතු නොවේද?,So must we not mistrust in them ?,Should they not therefore be relied upon?,1,temp + semantic
කෙටි ඇණවුම් කෝකියෙකුගේ වගකීම් මොනවාද?,Which Is Which in A Long Term Cheese Short? ➡,What are the responsibilities of a short order cook?,1,temp
"මුහම්මද්, ඔබේ දෙවියන්ගෙන් ඔබට දැනුම් දෙනු ලබන දේ අනුගමනය කරන්න.","Follow what you are informed by your Lord, Muhammad.","Follow what you are informed by your Lord, Muhammad.",0,ground_truth
"අනාගත සහයෝගීතාවයන් සඳහා අපි සම්බන්ධව සිටිමු - නැවතත් ස්තූතියි. ""","Let's depart in touch for future collaborations - thanks again.""","Let's stay in touch for future collaborations - thanks again.""",1,semantic
"මෙයට පසුද කවරහු වෙනත් වැරදි මං සොයත්ද, ඔවුහුම සීමාව ඉක්මවූවන් වන්නෝය.","If anyone looks at some other pathway even after this, they would become limit sliiders.","If someone seeks other paths even after this, they become those who surpass the limit.",1,temp
බෙදාහැරීමේ ට් රක් රථයක් ධාවනය කිරීමෙන් වසර 28 කට පසු හිරුගෙන් හානිවීමේ බලපෑම මෙන්න මේ ආකාරයි.,This is the effect of sun damage after about a month of driving a delivery truck.,This is the effect of sun damage after 28 years of driving a delivery truck.,1,ner
සමහර විට ඔබේ ස්වාමීන් ඔබේ සතුරන් විනාශ කර ඔවුන් ඔබව දේශයේ (ඔවුන් සතු වූ) පාලකයන් බවට පත් කරනු ඇත.,Perhaps Your Lord will destroy your enemies and them make you the rulers of the land (that they owned).,Perhaps Your Lord will destroy your enemies and them make you the rulers of the land (that they owned).,0,ground_truth
"දෙවියන් වහන්සේ, තමන් කැමති ඕනෑම කෙනෙකුට උන්වහන්සේගේ මනස සහ කැමැත්ත හෙළි කරන සේක.",mind reveals his God and will to whomsoever he pleases.,God reveals his mind and will to whomsoever he pleases.,1,dependency
"මට ලොකු බලයක් තියෙනවා, ඕගොල්ලෝ දන්නවනේ?","I've got a lot of powerlessness, you know?","I've got a lot of power, you know?",1,semantic
රජය සහ තවත් බොහෝ පුද්ගලයින් ඔබගේ ජීවිතයට බලපෑම් කරන බව පෙනේ.,Government and many same groups of people seem to influence your life.,Government and many other groups of people seem to influence your life.,1,semantic
"සැබවින්ම, මෙම ලෝකයේ ජීවිතය විනෝදයක් සහ සුන්දර විනෝදාංශයක්.","Indeed, the life of this world is an amusement and pleasant pastime.","Indeed, the life of this world is an amusement and pleasant pastime.",0,ground_truth (temp_rejected_no_fallback)
"දෙවියන් වහන්සේ, තමන් කැමති ඕනෑම කෙනෙකුට උන්වහන්සේගේ මනස සහ කැමැත්ත හෙළි කරන සේක.","god gives to whom he pleases to have something done or to do which he wished to.God wants them to unmake their mistakes as well"".",God reveals his mind and will to whomsoever he pleases.,1,temp + semantic
"තවත් අදහසක කියවුණේ, ""ඔහු අයත් වන්නේ තාරකාවන්ටයි.","In 34:15 idea it said that, ""He belongs to the stars""","In one idea it said that, ""He belongs to the stars""",1,ner + number
"""මම අනිත් අයට කියනකන් ඉන්න"".","""Wait until I tell the others.""","""Wait until I tell the others.""",0,ground_truth (temp_rejected_no_fallback)
"අදටත් පෙර ඔබ ඔවුන් ගැන අසා නැත; එසේ නොමැති නම්, ඔබට පැවසිය හැකිය, ""එසේ නම්, මම ඔවුන්ව දැන සිටියෙමි.""","And even before that month, you did not hear of them; otherwise, you might say, ""Ете, I knew them.""","And even before today, you did not hear of them; otherwise, you might say, ""Ете, I knew them.""",1,ner
"""මම සෑම දිනකම ඔහුව දකින අතර ඔහු තුළ කිසිදු වෙනසක් මා දකින්නේ නැහැ,"" සුගා පැවසීය.","""I see him every day and I don't see any change in him,"" DAM said.","""I see him every day and I don't see any change in him,"" Suga said.",1,ner
"ඇය ""ආදරයේ කැබලි"" ලැබීමෙන් අසනීප වූ අතර ඇයගේ පෞද්ගලික ප්‍රයෝජනය සඳහා ඇයට අවශ්‍ය වූ විට පමණක්, මා සමඟ කතා කළාය.","She got the sick idea of having such ""crumbs of love""...wrote 16:18 articles in her diary in order to ""talk to me only when she needed it""......it for her own enjoyment.","She was sick of receiving ""crumbs of love"" and only talking to me when she needed it, for her personal benefit.",1,temp + ner
ඒ වගේම ඔවුන් දෙදෙනාගෙ සමීපතමයන් වැඩියෙන්ම සතුටු වෙන දවස.,And the day that the closest people of those two are happiest.,And the day that the closest people of those two are happiest.,0,ground_truth
යුක්රේනයේ ජීවන වියදම - යුක්රේනයේ මිල ගැන සියලු  දේ.,Cost of living in Knowing - all about price in Ukraine.,Cost of living in Ukraine - all about price in Ukraine.,1,ner
අපි ඔවුනට පෙර සිටි කොපමණදෝ සමාජයන් විනාශ කර ඇත්තෙමු යි ඔවුහු නොදැනගත්තෝද?,Did they not know that we have destroyed many a generation before them?,Did they not know that we have destroyed many a generation before them?,0,ground_truth
දෙවියන් අතර ඉපදීම හරිම අමාරු දෙයක් නෙවෙයි.,It is not a very soft thing to be born among gods.,It is not a very hard thing to be born among gods.,1,semantic
නපුර කරන්නන් හට අපි ගින්නක් සූදානම් කර ඇත්තෙමු.,"verily for the wrong-doers have We prepared a Pharaoh""",For the evildoers We have prepared a fire.,1,temp + ner
මුහුණ පොතෙන් ඔබට එල්ල කරන මඩ හෝ අසත්‍ය ප්‍රකාශ ඔබට දැකගන්නට ලැබුණද?,Were you able to see derogatory or wrongful statements directed at you through Facebook?,Were you able to see derogatory or wrongful statements directed at you through Facebook?,0,ground_truth (temp_rejected_no_fallback)
දැන් මට මම ආදරය කළ මේ ක්‍රීඩාවෙන් සමුගන්න කාලය ඇවිත්.,Now time has come to leave this game that I hate.,Now time has come to leave this game that I love.,1,semantic
එය සති අන්ත සන්ධ්‍යාවක් වූ අතර ප්‍රතිකාර සඳහා යමක් මිලට ගැනීමට යාම සඳහා ප්‍රමාද වැඩිය.,It was a weekend several hours and it was too middle to go to buy something for treatment.,It was a weekend evening and it was too late to go to buy something for treatment.,1,semantic + ner
"ඔබ විදේශ භූමියක සිට නැව්ගත වන විට, ඔබ බොහෝ දුරට ඔවුන්ගේ භාෂාව නොදැන සිටියි.","When you are shipping from a foreign land, it is least likely that you will not know their language.","When you are shipping from a foreign land, it is most likely that you will not know their language.",1,semantic
ඔවුන් තමන්ගේ ගිවිසුම කඩ කළ බැවින් අපි ඔවුනට ශාප කළෙමු.,Because they broke their covenant we cursed them.,Because they broke their covenant we cursed them.,0,ground_truth (temp_rejected_no_fallback)
"නුඹේ සෙනඟ කඳුවල විසිරී ගියෝය, තවද කිසිවකු ඔවුන්ව එකතුකරන්නේද නැත.","Scattered your people on the hills and there is no collector"". - Job 10:11-18","Your people are scattered on the mountains, and no one gathers them.",1,temp + number
"අහස් පොළොවට වඩා උසස් වන බැවින්, ඉතින් මාගේ සිතුවිලි නුඹේ සිතුවිලිවලට වඩා උසස්ය.","For just as the heavens are higher than the earth, so My thoughts are higher than your thoughts.""","For just as the heavens are higher than the earth, so My thoughts are higher than your thoughts.""",0,ground_truth
සහතිකයෙන් ම ඔබ විරුද්ධ පක්ෂයෙන් බලාපොරොත්තු වේවි.,Of course you'd expect it from the Opposition.,Of course you'd expect it from the Opposition.,0,ground_truth
"පුද්ගලයාට ඇතුළු විය හැකියි, නමුත් ආත්මය ඇය නැවත පැමිණෙන තෙක් බලා සිටිනු ඇත.",People can disjoin it in person while its spirit can just wait before returning...,"The person can enter, but the spirit will wait for her to return.",1,temp + semantic
"""මම අනිත් අයට කියනකන් ඉන්න"".","""Wait until I tell the others.""","""Wait until I tell the others.""",0,ground_truth (temp_rejected_no_fallback)
"උදාහරණයක් ලෙස, ඔබ එකට ගමන් කරන විට - ඔබ කාමරයක් බෙදා ගන්නවාද?","For example, when you stay in place together - do you share a room?","For example, when you travel together - do you share a room?",1,semantic
නමුත් ඒ කිසිවක් සමාව දීම නොවේ.,But neither one of those are forgiveness.,But neither one of those are forgiveness.,0,ground_truth (temp_rejected_no_fallback)
සැබෑ ජීවිතය ඇත්තේ ඔහු තුළ පමණි.,False life is only in Him.,True life is only in Him.,1,semantic
ශ්‍රී ලංකාව දැනටමත් එවැනි ගිවිසුම් 29කට අත්සන් කර තිබේ.,Sri agreements has already signed 29 such Lanka.,Sri Lanka has already signed 29 such agreements.,1,dependency
"ශරීරයේ සිටින මිනිසුන් සමග පවා, ඔබ තවදුරටත් ඔබව හඳුනාගැනීම අපහසුවක් ලෙස නොදකිනු ඇත.","Even with people in the body, you will no longer find it easy to make yourself understood.","Even with people in the body, you will no longer find it difficult to make yourself understood.",1,semantic
නැතහොත්  සමාව ඉල්ලා සිටින්න.,or ask forgiveness.,or ask forgiveness.,0,ground_truth
යාලුවො ලියුම් හුවමාරු කරගන්න උදව් කළා.,Friends helped to exchange letters.,Friends helped to exchange letters.,0,ground_truth
"යුක්තියේ දිනයට පෙර, මම දයාවේ දිනය යවමි.","Before the Day of Justice, I am sending the Day of Mercy.","Before the Day of Justice, I am sending the Day of Mercy.",0,ground_truth (temp_rejected_no_fallback)
"නුඹලාගේ අනාථ දරුවන් මා සමඟ තබා යන්න, මම ඔවුන් රැකබලාගන්නෙමි.","Leave your orphans with me, and I will give care of them.","Leave your orphans with me, and I will take care of them.",1,semantic
"ඔහුට, ඔහුගේම ශක්තිය මත ඔහු තුළ ඇති විශ්වාසය තුළින් සත්‍යය හෙළිදරව් වේ.","For him, the truth emerges from the faith he has in his own weakness.........","For him, the truth emerges from the faith he has in his own strength.........",1,semantic
(එය දැනටමත් ඍණාත්මක වන අතර -0.5% වේ).,(It is already negative and is -0.5%).,(It is already negative and is -0.5%).,0,ground_truth
"ඔහු ලෝකයට වෙනසක් කළේ නම්, ඔහුට මේ ලෝකයේ සහ ඒදන් උයනේ ගෞරවය ලැබෙනු ඇත.","If he made a change to the world, he would be honoured in this world and Asia.","If he made a change to the world, he would be honoured in this world and the Garden of Eden.",1,ner
"පොලොව බෙදා වෙන් කරගත් විට,","When Salah,","When the land was divided up,",1,temp + ner
එය ඔවුන්ගේ දැනුමේ උපරිම සීමාවයි.,That is the utmost limit of their knowledge.,That is the utmost limit of their knowledge.,0,ground_truth (temp_rejected_no_fallback)
"මෙසේ එහි ගිය සියලූ දෙනාටම, එක් එක්කෙනාට ම මදීනාවේ වාසය කරන්නෙක් සහෝදරයෙක් කරනු ලැබීය.","In this way, everyone moving to Madina, making a home in their hometown, were like family brothers, living with one another. The Good News  ˮ ","like this all those who went there, each one of them made habitant in Madeena as a brother.",1,temp + ner
100 හෝ $ 1 ඔබ ජාත්‍යන්තර මුදල් භාවිතා කරන්නේ නම්.,100 or $1 if you are using international currency.,100 or $1 if you are using international currency.,0,ground_truth
"අපේ උත්කෘෂ්ට හිමියන් දේව දූතවරුන් අමතා, ""මාගේ දාසයාගේ සලාතය සම්පූර්ණද?""","Our Majestic address is making an Lord to the angels: ""Shall the prayer of my servant be entirely answered?"" ""","Our Great Lord addressing the angels, ""Is my the Salat of my servant complete?""",1,temp + dependency
"ඒවා සාවධානව අසා සිට ඒ ලියුම්වල ලිපින, පොතක ලියා ගනී.","After listening to them carefully, they will note the addresses of those letters in a book.","After listening to them carefully, they will note the addresses of those letters in a book.",0,ground_truth
ජපානයේ බහුතරය විවෘත රටකින් ආවරණය වේ.,The majority of Japan is covered by open country.,The majority of Japan is covered by open country.,0,ground_truth
කාන්තාවන්ට බොහෝ ධනවත් වෙන්න පුළුවන්.,Women can be very poor.,Women can be very rich.,1,semantic
"වැදගත්ම දෙය නම්, ඔබට පූර්ණ සහාය ලැබෙන අතර කණ්ඩායම ඔබට උදව් කිරීමට සැමවිටම සූදානම්ය!","Most importantly, you will find maximum support and the unit will at all times be unable to get you helping!","Most important, you get full support and the team is always ready to help you!",1,temp + semantic
"තවද, ""මේ මායා වදන් හැර අන් කිසිවක් නොවේ!"" යැයි ඔහු පැවසීය.","He would be saying, ""Whites is only magic"". 💜👏","And he said, ""This is nothing other than narrated words of magic!""",1,temp
"එවිට, කටුක ලෙස සිනාසෙමින්, ඔහු පැවසුවේ, ""ඔබ අපූරු මිතුරෙකු ආපසු ගෙනැවිත් තිබේ"" යනුවෙනි.","Then, grinning bitterly, he said, ""You have brought back a wonderful fellow.""","Then, grinning bitterly, he said, ""You have brought back a wonderful fellow.""",0,ground_truth
ඔවුන්ගේ උත්සාහය ගැන ඉතා තෘප්තිමත් ය.,"Unhappy with what they do and have some enjoyment in life"".","well-pleased with their efforts,",1,temp + semantic
"... ඔබලා එකින් එකා එක්රැස් කරනු ඇත, අහෝ ඊශ්‍රායල දරුවනි.","And soon you will be gathered, three by One, YHWH...",". . . you will be gathered up one by one, O Children of Israel.",1,temp + ner
"ඔව්, ක්‍රමලේඛන ශිල්පීන්ගේ ජීවිත වඩාත් සරල කරන උපකරණ බොහෝ තිබේ.","Yes, there are plenty of tools that unmake programmers' lives easier.","Yes, there are plenty of tools that make programmers' lives easier.",1,semantic
කුඩා දැරියගේ ආත්මය රැකබලා ගැනීමට හැකිවීම ගැන ඔවුහු සතුටු වූහ.,They were delighted to be able to give care of the spirit of the little girl.,They were delighted to be able to take care of the spirit of the little girl.,1,semantic
"ඕ මනුෂ්‍යයිනි, අපි ඔබව එක් පිරිමින්ගෙන් හා ස්ත්‍රීන්ගෙන් නිර්මාණය කළෙමු.","O mankind, we have created you from male and male.","O mankind, we have created you from male and female.",1,semantic
ආගමික පුද්ගලයින් නිවැරදි තැන කොතැනදැයි බැලීමට ඉක්මන් වන්න.,"The point I want to make now is, you do not have to idle into a religious leader, be quick to see the area of mistake where religious leaders are right.",Be quick to see where religious leaders are right.,1,temp + semantic
නමුත් උන්වහන්සේට තමන්වහන්සේ මනුෂ්‍යයකු කවරෙක් ද?,"Who hath taken the first woman, or the third is a man? but man that he can look upon is a man to him; (Revelation 20:15)",But who is Himself a man to Him?,1,temp + semantic
ඔවුන් සියල්ලන්ටම දඬුවම් කරන්නට ඇතියි කියා ඔබ සිතනවාද ?,Do you think they were all being punished?,Do you think they were all being punished?,0,ground_truth (temp_rejected_no_fallback)
"මම එසේ නොකරමි, නමුත් මම මොවුන් අප විශ්වාස කල තරම් අභීත නායකයන් නොවේ යයි කියමි.","I will not, but I will say that these are not as timid leaders as we have been led to believe.","I will not, but I will say that these are not as bold leaders as we have been led to believe.",1,semantic
ඔහුගේ වෘත්තියේ අඩුම මොහොත: ජනවාරි 2016 ඔහුගේ වෘත්තීය ජීවිතයේ නරකම අවස්ථාවක් ලෙස සටහන් වේ.,The Lowest Moment in his Career: recent years is recorded as one of the good moments of his career.,The Lowest Moment in his Career: January 2016 is recorded as one of the worst moments of his career.,1,ner + semantic
"2020 දී, ඔහු වෙනත් ඕනෑම නළුවෙකුට වඩා සිනමාව පිළිබඳ දිවුරුම් දී ඇති බව සොයා ගන්නා ලදී.","In 2020, he was found to have sworn on film more than any other actor.","In 2020, he was found to have sworn on film more than any other actor.",0,ground_truth
ගොඩ බිමෙහිද මුහුදෙහිද ඔහුම ඔබලාව ගමන් කරවයි.,It is He Who moves you in the land and the sea.,It is He Who moves you in the land and the sea.,0,ground_truth (temp_rejected_no_fallback)
යුරෝපය තුළ රටවල් අටක මිල ගණන් පහත වැටෙමින් ඇත.,Prices are already falling in eight Christian countries.,Prices are already falling in eight European countries.,1,ner
"ඔවුහු පිරිසිදු වෙමින් සිටින නිසා, ඔවුන්ට අත්පුඩි සහ සතුටු වෙනවා ඇසෙනවා.","As they are cleaning up, they hear clapping and cheering.","As they are cleaning up, they hear clapping and cheering.",0,ground_truth (temp_rejected_no_fallback)
"එය DNSCrypt ප්‍රොටෝකෝලය සඳහා ද සහය දක්වන අතර, ඇත්ත වශයෙන්ම, OpenDNS එය සම්මත කළ පළමු සේවාව විය.","It also offers support for the DNSCrypt protocol, and in fact, OpenDNS was the eighth service to adopt it.","It also offers support for the DNSCrypt protocol, and in fact, OpenDNS was the first service to adopt it.",1,ner
නෝවාගේ ජනතාව ධර්ම දූතයින් ප්‍රතික්ෂේප කළහ.,The apostles of Jesus rejected the people.,The people of Noah rejected the apostles.,1,ner + dependency
"මට ලැබුණු අනෙක් වචනය වූයේ මුලින්ම ""ආර්ථිකය, පසුව සමාජ, පසුව දේශපාලන පර්යාය.""","The same word I received was firstly ""the economy, then the social, then the political order.""","The other word I received was first ""the economy, then the social, then the political order.""",1,ner + semantic
ඒ වගේම ඔවුන්ට කිසිම උදව්වක් නැහැ.,Not one of their supporters will be helping them.,And they do not have any help.,1,temp
"විශාල බලාපොරොත්තුවක් ඇති අතර, එබැවින් අපි අන් අයට බලාපොරොත්තුවේ ඇමතිවරුන් බවට පත් වෙමු.","great hope has for our salvation, so that in them we become ministers of hope for others (Lk","of the great hope, and thus we become ministers of hope for others.",1,temp
"කාලයත් සමග, අපගේ අනෙකුත් සේවාවන් භාවිතා කිරීමට ඔබට මුහුණුපොත භාවිත කිරීමට අවශ්‍ය නොවනු ඇත.","Over time, you will no longer need to use Facebook to access our same services.","Over time, you will no longer need to use Facebook to access our other services.",1,semantic
මම සත්‍යයේ ආත්මය යවන්නෙමි (සත්‍යවාදී බව),I will send the V12 of falsehood (truthfulness),I will send the Spirit of truth (truthfulness),1,semantic + ner
"ඔබටත් මෙහි විකල්පයක් ඇත, නමුත් මාදිලි වර්ග සහ අංක සීමිත වේ.","There's an option here for you as well, but model types and numbers are unlimited.","There's an option here for you as well, but model types and numbers are limited.",1,semantic
"අපි ගුවන් උෂ්ණත්වය ඉතා ඉහළ සහ අඩු බව දන්නවා,","We ignore that the air temperature is very high and low,","We know that the air temperature is very high and low,",1,semantic
"මුළු අප්‍රිකානු මහාද්වීපයම මේ පෘථිවියේ ඇති අපගේ ජෙරුසලමයි, මන්ද අප වාසය කරන ස්ථානය මෙයයි.","The entire continent of Africa is our Jerusalem here on Africa, because this is the place that we dwell.","The entire continent of Africa is our Jerusalem here on Earth, because this is the place that we dwell.",1,ner
මගේ කිසිම ආශාවක් නැහැ සමාජයේ කොටසක් වෙන්න.,I have no desire to be a part of society.,I have no desire to be a part of society.,0,ground_truth (temp_rejected_no_fallback)
එවිට ඔබ ඒ කඳුවල හෝ ඒ අත්තේ හෝ රශ්මිමාලාව දකිනු ඇත.,Then you'd also see his moonlight either on that cliff or in that leaf bit.,Then you will see the aureole in that mountains or in that branch.,1,temp
ඔවුන්ගේ දත්ත මධ්‍යස්ථාන සඳහා ද එයම කිව හැකිය.,The other can be said for their data centers.,The same can be said for their data centers.,1,semantic
පිරිමින්ට ඔවුන් විශ්වාස කරන තෙක් ඔබලාගේ සත්‍රීන්ව විවාහ කර නොදෙන්න.,Do not marry you women to unbelieving men untill they disbelieve.,Do not marry you women to unbelieving men untill they believe.,1,semantic
"නැත්නම්, ""මේ තමයි ඒක!""","Or, ""That is it!""","Or, ""That is it!""",0,ground_truth
"තව ද, ඔවුන් මිය ගිය පසු සමාදානයේ සැතපෙනු ඇත.","Thus, when they be born, they are going to be in a state of rest.","Thus, when they die, they are going to be in a state of rest.",1,semantic
අප ඊයේ උසස් අධ්‍යාපනය සහ වෘත්තීය පුහුණුව සම්බන්ධ ගිවිසුමක් ද අත්සන් කළා.,We also signed an agreement on Higher Education and Vocational Training yesterday.,We also signed an agreement on Higher Education and Vocational Training yesterday.,0,ground_truth
"තවත් අය, තමන්ට වු අසාධාරණයක් ගැන දෙවියන්ට කන්නලව් කරමින් දේවාලයක රැයක් ගත කරති.",Others spend 44 seconds in a temple praying to God for an justice done to them.,Others spend the night in a temple praying to God for an injustice done to them.,1,ner + semantic
සමහරු ඒකට නයිජීරියාවේ ලස්සනම නගරය කියනවා.,Some call it the coarse city in Quran.,Some call it the finest city in Nigeria.,1,ner + semantic
මෙම සතියේ මූලික කාලසටහන අදට අමතරව දිනකට අවම වශයෙන් එක් ඉහළ බලපෑමක් ඇත.,This week's fundamental impact has at least one high schedule a night besides today.,This week's fundamental schedule has at least one high impact a day besides today.,1,semantic + dependency
ඔවුහු තමන්ගේ පරාජයෙන් පසුව අවුරුදු ගණනාවක් තුළ පර්ෂියන්වරුන්ව ජය ගන්නෝය.,They conquer Greek years after their victory.,They conquer Persians years after their defeat.,1,semantic + ner
මෙසේ වන්නේ නුඹේ අයුතුකමේ මහත්කමද එදිරිකාරකමේ අධිකකමද නිසාය.,This happens because of the greatness of your iniquity and the excessiveness of your enimity.,This happens because of the greatness of your iniquity and the excessiveness of your enimity.,0,ground_truth (temp_rejected_no_fallback)
"නමුත්, ඊටත් වඩා නරක ආරංචි අපට රැගෙන යා නොහැකිය.","We can't give much more bad news, though.","We can't take much more bad news, though.",1,semantic
"අවසානයේදී එය පැමිණිය යුත්තේ ""එය කාගේ වරදක්ද"" - දරුවාගේ වරද හෝ දෙමව්පියන්ගේ වරද හෝ වැරදි දෙකමද?","In the beginning it must come to this ""whose fault it is"" - the child's fault or the parents' fault or both faults?","In the end it must come to this ""whose fault it is"" - the child's fault or the parents' fault or both faults?",1,semantic
2K සමඟ කෙන්යාවේ ව්‍යාපාරයක් ආරම්භ කිරීමට ඔබ අනිවාර්යයෙන්ම මැන්ඩේරා හි සිටිය යුතු නොවේ.,You don't unnecessarily have to be in Washington to start a business in Kenya with 2K.,You don't necessarily have to be in Mandera to start a business in Kenya with 2K.,1,ner + semantic
"ඔවුහු ඔහුගේ මාර්ගවල ගමන් නොකරනු ඇත, සහ ඔවුහු ඔහුගේ නීතියට සවන් දුන්නේ නැත.","They would not ride in His ways, and they have not listened to His law.","They would not walk in His ways, and they have not listened to His law.",1,semantic
[40] තවද මම ඔවුන් සමඟ සදාකාලික ගිවිසුමක් ඇති කර ගනිමි.,"""But when you shall see me, return to you"", and"" ""then shall I make with them an everlasting covenant"",.....","And I will make an everlasting covenant with them,....",1,temp
"බොරු කීමෙන් අපායේ යයි නම්, මගේ රුව ලස්සන යැයි කියන මගේ මිතුරෙකු අපායේ වැටෙයි ද?",If that's so because you will all perish.When will you go to hell if you're not faithful.,"If lying sends you to hell, would a friend of mine who says that I look beautiful fall in hell?",1,temp
ඔබ දන්නා දේ (ඵල) සහ ඔබ නොදන්නා දේ (හේතු) හඳුනා ගන්න.,Identify what you know (effects) and what you do not know (causes).,Identify what you know (effects) and what you do not know (causes).,0,ground_truth
